tx_name	gene_id
ENSCAFT00000015953	ENSCAFG00000010022
ENSCAFT00000015944	ENSCAFG00000010023
ENSCAFT00000015945	ENSCAFG00000010024
ENSCAFT00000015948	ENSCAFG00000010025
ENSCAFT00000043847	ENSCAFG00000010026
ENSCAFT00000015951	ENSCAFG00000010026
ENSCAFT00000044961	ENSCAFG00000010026
ENSCAFT00000015954	ENSCAFG00000010027
ENSCAFT00000015950	ENSCAFG00000010028
ENSCAFT00000046167	ENSCAFG00000010028
ENSCAFT00000015963	ENSCAFG00000010029
ENSCAFT00000015952	ENSCAFG00000010030
ENSCAFT00000015964	ENSCAFG00000010031
ENSCAFT00000037504	ENSCAFG00000010031
ENSCAFT00000015956	ENSCAFG00000010032
ENSCAFT00000015959	ENSCAFG00000010033
ENSCAFT00000044598	ENSCAFG00000010034
ENSCAFT00000015962	ENSCAFG00000010034
ENSCAFT00000015966	ENSCAFG00000010035
ENSCAFT00000015961	ENSCAFG00000010036
ENSCAFT00000015967	ENSCAFG00000010037
ENSCAFT00000027485	ENSCAFG00000010037
ENSCAFT00000015965	ENSCAFG00000010038
ENSCAFT00000015969	ENSCAFG00000010039
ENSCAFT00000015971	ENSCAFG00000010040
ENSCAFT00000015968	ENSCAFG00000010041
ENSCAFT00000047286	ENSCAFG00000010042
ENSCAFT00000015970	ENSCAFG00000010042
ENSCAFT00000015974	ENSCAFG00000010044
ENSCAFT00000015975	ENSCAFG00000010045
ENSCAFT00000015976	ENSCAFG00000010046
ENSCAFT00000015984	ENSCAFG00000010047
ENSCAFT00000015977	ENSCAFG00000010048
ENSCAFT00000045364	ENSCAFG00000010049
ENSCAFT00000015978	ENSCAFG00000010049
ENSCAFT00000015982	ENSCAFG00000010050
ENSCAFT00000015981	ENSCAFG00000010051
ENSCAFT00000015991	ENSCAFG00000010052
ENSCAFT00000015989	ENSCAFG00000010053
ENSCAFT00000015990	ENSCAFG00000010053
ENSCAFT00000015985	ENSCAFG00000010055
ENSCAFT00000015995	ENSCAFG00000010058
ENSCAFT00000043734	ENSCAFG00000010060
ENSCAFT00000015997	ENSCAFG00000010060
ENSCAFT00000016007	ENSCAFG00000010061
ENSCAFT00000049771	ENSCAFG00000010061
ENSCAFT00000016004	ENSCAFG00000010062
ENSCAFT00000015999	ENSCAFG00000010064
ENSCAFT00000016013	ENSCAFG00000010065
ENSCAFT00000016000	ENSCAFG00000010066
ENSCAFT00000016003	ENSCAFG00000010067
ENSCAFT00000016008	ENSCAFG00000010068
ENSCAFT00000043604	ENSCAFG00000010068
ENSCAFT00000016002	ENSCAFG00000010069
ENSCAFT00000016006	ENSCAFG00000010070
ENSCAFT00000016017	ENSCAFG00000010071
ENSCAFT00000016009	ENSCAFG00000010072
ENSCAFT00000016010	ENSCAFG00000010073
ENSCAFT00000048019	ENSCAFG00000010077
ENSCAFT00000016019	ENSCAFG00000010077
ENSCAFT00000016024	ENSCAFG00000010079
ENSCAFT00000044081	ENSCAFG00000010080
ENSCAFT00000016040	ENSCAFG00000010080
ENSCAFT00000038867	ENSCAFG00000010081
ENSCAFT00000016026	ENSCAFG00000010081
ENSCAFT00000016029	ENSCAFG00000010082
ENSCAFT00000043762	ENSCAFG00000010084
ENSCAFT00000016033	ENSCAFG00000010084
ENSCAFT00000048167	ENSCAFG00000010085
ENSCAFT00000016031	ENSCAFG00000010085
ENSCAFT00000016030	ENSCAFG00000010086
ENSCAFT00000016036	ENSCAFG00000010089
ENSCAFT00000042947	ENSCAFG00000010090
ENSCAFT00000044168	ENSCAFG00000010090
ENSCAFT00000016038	ENSCAFG00000010090
ENSCAFT00000016044	ENSCAFG00000010091
ENSCAFT00000045169	ENSCAFG00000010092
ENSCAFT00000016041	ENSCAFG00000010092
ENSCAFT00000016047	ENSCAFG00000010093
ENSCAFT00000016043	ENSCAFG00000010094
ENSCAFT00000023763	ENSCAFG00000010094
ENSCAFT00000016053	ENSCAFG00000010095
ENSCAFT00000016048	ENSCAFG00000010096
ENSCAFT00000011499	ENSCAFG00000010097
ENSCAFT00000016045	ENSCAFG00000010098
ENSCAFT00000016050	ENSCAFG00000010099
ENSCAFT00000016049	ENSCAFG00000010100
ENSCAFT00000016068	ENSCAFG00000010101
ENSCAFT00000044909	ENSCAFG00000010101
ENSCAFT00000016076	ENSCAFG00000010101
ENSCAFT00000016056	ENSCAFG00000010102
ENSCAFT00000016055	ENSCAFG00000010103
ENSCAFT00000016062	ENSCAFG00000010104
ENSCAFT00000045640	ENSCAFG00000010104
ENSCAFT00000016057	ENSCAFG00000010105
ENSCAFT00000016060	ENSCAFG00000010106
ENSCAFT00000016073	ENSCAFG00000010107
ENSCAFT00000016064	ENSCAFG00000010109
ENSCAFT00000016065	ENSCAFG00000010110
ENSCAFT00000035429	ENSCAFG00000010111
ENSCAFT00000046423	ENSCAFG00000010112
ENSCAFT00000016066	ENSCAFG00000010112
ENSCAFT00000016067	ENSCAFG00000010113
ENSCAFT00000016092	ENSCAFG00000010114
ENSCAFT00000016074	ENSCAFG00000010115
ENSCAFT00000016072	ENSCAFG00000010117
ENSCAFT00000016078	ENSCAFG00000010118
ENSCAFT00000016081	ENSCAFG00000010120
ENSCAFT00000016080	ENSCAFG00000010121
ENSCAFT00000016091	ENSCAFG00000010123
ENSCAFT00000016084	ENSCAFG00000010125
ENSCAFT00000016083	ENSCAFG00000010126
ENSCAFT00000016088	ENSCAFG00000010127
ENSCAFT00000016093	ENSCAFG00000010128
ENSCAFT00000016087	ENSCAFG00000010129
ENSCAFT00000016086	ENSCAFG00000010129
ENSCAFT00000016108	ENSCAFG00000010131
ENSCAFT00000016098	ENSCAFG00000010131
ENSCAFT00000048712	ENSCAFG00000010132
ENSCAFT00000016107	ENSCAFG00000010132
ENSCAFT00000016089	ENSCAFG00000010133
ENSCAFT00000016090	ENSCAFG00000010134
ENSCAFT00000016095	ENSCAFG00000010135
ENSCAFT00000016094	ENSCAFG00000010136
ENSCAFT00000016099	ENSCAFG00000010137
ENSCAFT00000016097	ENSCAFG00000010138
ENSCAFT00000016117	ENSCAFG00000010139
ENSCAFT00000048294	ENSCAFG00000010139
ENSCAFT00000016103	ENSCAFG00000010140
ENSCAFT00000044215	ENSCAFG00000010140
ENSCAFT00000016105	ENSCAFG00000010141
ENSCAFT00000016114	ENSCAFG00000010142
ENSCAFT00000016111	ENSCAFG00000010143
ENSCAFT00000016113	ENSCAFG00000010144
ENSCAFT00000049240	ENSCAFG00000010145
ENSCAFT00000016115	ENSCAFG00000010145
ENSCAFT00000048809	ENSCAFG00000010146
ENSCAFT00000044410	ENSCAFG00000010146
ENSCAFT00000016120	ENSCAFG00000010146
ENSCAFT00000049446	ENSCAFG00000010146
ENSCAFT00000016121	ENSCAFG00000010147
ENSCAFT00000016118	ENSCAFG00000010148
ENSCAFT00000016127	ENSCAFG00000010149
ENSCAFT00000016124	ENSCAFG00000010151
ENSCAFT00000016128	ENSCAFG00000010152
ENSCAFT00000016254	ENSCAFG00000010154
ENSCAFT00000048739	ENSCAFG00000010155
ENSCAFT00000016131	ENSCAFG00000010155
ENSCAFT00000016133	ENSCAFG00000010156
ENSCAFT00000016134	ENSCAFG00000010157
ENSCAFT00000016132	ENSCAFG00000010158
ENSCAFT00000016137	ENSCAFG00000010159
ENSCAFT00000016139	ENSCAFG00000010160
ENSCAFT00000016138	ENSCAFG00000010160
ENSCAFT00000043624	ENSCAFG00000010160
ENSCAFT00000038186	ENSCAFG00000010161
ENSCAFT00000016136	ENSCAFG00000010161
ENSCAFT00000016140	ENSCAFG00000010162
ENSCAFT00000043508	ENSCAFG00000010163
ENSCAFT00000016142	ENSCAFG00000010163
ENSCAFT00000049955	ENSCAFG00000010164
ENSCAFT00000016143	ENSCAFG00000010164
ENSCAFT00000016148	ENSCAFG00000010165
ENSCAFT00000016149	ENSCAFG00000010167
ENSCAFT00000016150	ENSCAFG00000010168
ENSCAFT00000016151	ENSCAFG00000010169
ENSCAFT00000016153	ENSCAFG00000010170
ENSCAFT00000016154	ENSCAFG00000010171
ENSCAFT00000016155	ENSCAFG00000010172
ENSCAFT00000016157	ENSCAFG00000010174
ENSCAFT00000016196	ENSCAFG00000010175
ENSCAFT00000016159	ENSCAFG00000010176
ENSCAFT00000044702	ENSCAFG00000010176
ENSCAFT00000045627	ENSCAFG00000010177
ENSCAFT00000016165	ENSCAFG00000010177
ENSCAFT00000016166	ENSCAFG00000010177
ENSCAFT00000016162	ENSCAFG00000010178
ENSCAFT00000016167	ENSCAFG00000010180
ENSCAFT00000016163	ENSCAFG00000010181
ENSCAFT00000049083	ENSCAFG00000010183
ENSCAFT00000016173	ENSCAFG00000010183
ENSCAFT00000016168	ENSCAFG00000010184
ENSCAFT00000016169	ENSCAFG00000010185
ENSCAFT00000016170	ENSCAFG00000010186
ENSCAFT00000016178	ENSCAFG00000010188
ENSCAFT00000016180	ENSCAFG00000010189
ENSCAFT00000016188	ENSCAFG00000010190
ENSCAFT00000016179	ENSCAFG00000010191
ENSCAFT00000016184	ENSCAFG00000010192
ENSCAFT00000016183	ENSCAFG00000010193
ENSCAFT00000016220	ENSCAFG00000010194
ENSCAFT00000043941	ENSCAFG00000010194
ENSCAFT00000016193	ENSCAFG00000010195
ENSCAFT00000044748	ENSCAFG00000010196
ENSCAFT00000016197	ENSCAFG00000010196
ENSCAFT00000016164	ENSCAFG00000010196
ENSCAFT00000016218	ENSCAFG00000010197
ENSCAFT00000048371	ENSCAFG00000010197
ENSCAFT00000016185	ENSCAFG00000010198
ENSCAFT00000016206	ENSCAFG00000010199
ENSCAFT00000016189	ENSCAFG00000010200
ENSCAFT00000016194	ENSCAFG00000010201
ENSCAFT00000016190	ENSCAFG00000010202
ENSCAFT00000045195	ENSCAFG00000010203
ENSCAFT00000016223	ENSCAFG00000010203
ENSCAFT00000016192	ENSCAFG00000010205
ENSCAFT00000016203	ENSCAFG00000010206
ENSCAFT00000016200	ENSCAFG00000010207
ENSCAFT00000016202	ENSCAFG00000010209
ENSCAFT00000016205	ENSCAFG00000010210
ENSCAFT00000016208	ENSCAFG00000010211
ENSCAFT00000016214	ENSCAFG00000010213
ENSCAFT00000016207	ENSCAFG00000010214
ENSCAFT00000016248	ENSCAFG00000010215
ENSCAFT00000016241	ENSCAFG00000010215
ENSCAFT00000016245	ENSCAFG00000010218
ENSCAFT00000016219	ENSCAFG00000010219
ENSCAFT00000016296	ENSCAFG00000010220
ENSCAFT00000016234	ENSCAFG00000010221
ENSCAFT00000045519	ENSCAFG00000010222
ENSCAFT00000016227	ENSCAFG00000010222
ENSCAFT00000016225	ENSCAFG00000010223
ENSCAFT00000049663	ENSCAFG00000010223
ENSCAFT00000016232	ENSCAFG00000010224
ENSCAFT00000035137	ENSCAFG00000010225
ENSCAFT00000016233	ENSCAFG00000010225
ENSCAFT00000016240	ENSCAFG00000010226
ENSCAFT00000016229	ENSCAFG00000010227
ENSCAFT00000016235	ENSCAFG00000010228
ENSCAFT00000049081	ENSCAFG00000010229
ENSCAFT00000016280	ENSCAFG00000010229
ENSCAFT00000016275	ENSCAFG00000010230
ENSCAFT00000049837	ENSCAFG00000010231
ENSCAFT00000016239	ENSCAFG00000010231
ENSCAFT00000016244	ENSCAFG00000010232
ENSCAFT00000016242	ENSCAFG00000010233
ENSCAFT00000016252	ENSCAFG00000010234
ENSCAFT00000047969	ENSCAFG00000010235
ENSCAFT00000016261	ENSCAFG00000010235
ENSCAFT00000016249	ENSCAFG00000010236
ENSCAFT00000016298	ENSCAFG00000010238
ENSCAFT00000016260	ENSCAFG00000010239
ENSCAFT00000016264	ENSCAFG00000010240
ENSCAFT00000016266	ENSCAFG00000010241
ENSCAFT00000016408	ENSCAFG00000010242
ENSCAFT00000047826	ENSCAFG00000010243
ENSCAFT00000016257	ENSCAFG00000010243
ENSCAFT00000047109	ENSCAFG00000010244
ENSCAFT00000016251	ENSCAFG00000010244
ENSCAFT00000016299	ENSCAFG00000010245
ENSCAFT00000049544	ENSCAFG00000010247
ENSCAFT00000016268	ENSCAFG00000010247
ENSCAFT00000016259	ENSCAFG00000010248
ENSCAFT00000016465	ENSCAFG00000010250
ENSCAFT00000016395	ENSCAFG00000010250
ENSCAFT00000047561	ENSCAFG00000010250
ENSCAFT00000016293	ENSCAFG00000010253
ENSCAFT00000048903	ENSCAFG00000010253
ENSCAFT00000016278	ENSCAFG00000010254
ENSCAFT00000016271	ENSCAFG00000010255
ENSCAFT00000042833	ENSCAFG00000010256
ENSCAFT00000016273	ENSCAFG00000010256
ENSCAFT00000016277	ENSCAFG00000010258
ENSCAFT00000016274	ENSCAFG00000010259
ENSCAFT00000016283	ENSCAFG00000010260
ENSCAFT00000038953	ENSCAFG00000010261
ENSCAFT00000016297	ENSCAFG00000010261
ENSCAFT00000016285	ENSCAFG00000010262
ENSCAFT00000016284	ENSCAFG00000010263
ENSCAFT00000036094	ENSCAFG00000010263
ENSCAFT00000038764	ENSCAFG00000010264
ENSCAFT00000016282	ENSCAFG00000010264
ENSCAFT00000016288	ENSCAFG00000010265
ENSCAFT00000016286	ENSCAFG00000010266
ENSCAFT00000016302	ENSCAFG00000010267
ENSCAFT00000043098	ENSCAFG00000010267
ENSCAFT00000016289	ENSCAFG00000010268
ENSCAFT00000016292	ENSCAFG00000010269
ENSCAFT00000016309	ENSCAFG00000010270
ENSCAFT00000016316	ENSCAFG00000010271
ENSCAFT00000016313	ENSCAFG00000010274
ENSCAFT00000016300	ENSCAFG00000010275
ENSCAFT00000016301	ENSCAFG00000010276
ENSCAFT00000016342	ENSCAFG00000010279
ENSCAFT00000016319	ENSCAFG00000010280
ENSCAFT00000016320	ENSCAFG00000010281
ENSCAFT00000016385	ENSCAFG00000010282
ENSCAFT00000016345	ENSCAFG00000010283
ENSCAFT00000045257	ENSCAFG00000010283
ENSCAFT00000016380	ENSCAFG00000010284
ENSCAFT00000044127	ENSCAFG00000010285
ENSCAFT00000016438	ENSCAFG00000010285
ENSCAFT00000016317	ENSCAFG00000010286
ENSCAFT00000016340	ENSCAFG00000010287
ENSCAFT00000016341	ENSCAFG00000010288
ENSCAFT00000016371	ENSCAFG00000010289
ENSCAFT00000046957	ENSCAFG00000010290
ENSCAFT00000016373	ENSCAFG00000010290
ENSCAFT00000016379	ENSCAFG00000010290
ENSCAFT00000049496	ENSCAFG00000010292
ENSCAFT00000016386	ENSCAFG00000010292
ENSCAFT00000045397	ENSCAFG00000010293
ENSCAFT00000016332	ENSCAFG00000010293
ENSCAFT00000016351	ENSCAFG00000010296
ENSCAFT00000016346	ENSCAFG00000010298
ENSCAFT00000016354	ENSCAFG00000010299
ENSCAFT00000016353	ENSCAFG00000010301
ENSCAFT00000016358	ENSCAFG00000010303
ENSCAFT00000016398	ENSCAFG00000010304
ENSCAFT00000048169	ENSCAFG00000010304
ENSCAFT00000016410	ENSCAFG00000010306
ENSCAFT00000047898	ENSCAFG00000010306
ENSCAFT00000016372	ENSCAFG00000010307
ENSCAFT00000016370	ENSCAFG00000010309
ENSCAFT00000048145	ENSCAFG00000010310
ENSCAFT00000016364	ENSCAFG00000010310
ENSCAFT00000016424	ENSCAFG00000010310
ENSCAFT00000016365	ENSCAFG00000010311
ENSCAFT00000016367	ENSCAFG00000010312
ENSCAFT00000016446	ENSCAFG00000010313
ENSCAFT00000016374	ENSCAFG00000010314
ENSCAFT00000016391	ENSCAFG00000010316
ENSCAFT00000049092	ENSCAFG00000010316
ENSCAFT00000016381	ENSCAFG00000010317
ENSCAFT00000045647	ENSCAFG00000010317
ENSCAFT00000016382	ENSCAFG00000010318
ENSCAFT00000016392	ENSCAFG00000010319
ENSCAFT00000049037	ENSCAFG00000010321
ENSCAFT00000016404	ENSCAFG00000010321
ENSCAFT00000037777	ENSCAFG00000010323
ENSCAFT00000016414	ENSCAFG00000010325
ENSCAFT00000016411	ENSCAFG00000010326
ENSCAFT00000016413	ENSCAFG00000010327
ENSCAFT00000016412	ENSCAFG00000010328
ENSCAFT00000043088	ENSCAFG00000010329
ENSCAFT00000016436	ENSCAFG00000010329
ENSCAFT00000016418	ENSCAFG00000010330
ENSCAFT00000016419	ENSCAFG00000010331
ENSCAFT00000017006	ENSCAFG00000010332
ENSCAFT00000050018	ENSCAFG00000010333
ENSCAFT00000016420	ENSCAFG00000010333
ENSCAFT00000016429	ENSCAFG00000010334
ENSCAFT00000016423	ENSCAFG00000010335
ENSCAFT00000016430	ENSCAFG00000010336
ENSCAFT00000016422	ENSCAFG00000010337
ENSCAFT00000047435	ENSCAFG00000010338
ENSCAFT00000016453	ENSCAFG00000010338
ENSCAFT00000016435	ENSCAFG00000010339
ENSCAFT00000047049	ENSCAFG00000010340
ENSCAFT00000016458	ENSCAFG00000010340
ENSCAFT00000016457	ENSCAFG00000010343
ENSCAFT00000016439	ENSCAFG00000010345
ENSCAFT00000016442	ENSCAFG00000010346
ENSCAFT00000016444	ENSCAFG00000010347
ENSCAFT00000037259	ENSCAFG00000010348
ENSCAFT00000016443	ENSCAFG00000010348
ENSCAFT00000016447	ENSCAFG00000010349
ENSCAFT00000016466	ENSCAFG00000010350
ENSCAFT00000016451	ENSCAFG00000010351
ENSCAFT00000016459	ENSCAFG00000010352
ENSCAFT00000016454	ENSCAFG00000010353
ENSCAFT00000016468	ENSCAFG00000010354
ENSCAFT00000016464	ENSCAFG00000010355
ENSCAFT00000048720	ENSCAFG00000010355
ENSCAFT00000016467	ENSCAFG00000010357
ENSCAFT00000050121	ENSCAFG00000010358
ENSCAFT00000016476	ENSCAFG00000010358
ENSCAFT00000045507	ENSCAFG00000010360
ENSCAFT00000016472	ENSCAFG00000010360
ENSCAFT00000016473	ENSCAFG00000010361
ENSCAFT00000016474	ENSCAFG00000010362
ENSCAFT00000016480	ENSCAFG00000010364
ENSCAFT00000016479	ENSCAFG00000010365
ENSCAFT00000016493	ENSCAFG00000010366
ENSCAFT00000016481	ENSCAFG00000010367
ENSCAFT00000016486	ENSCAFG00000010368
ENSCAFT00000016487	ENSCAFG00000010369
ENSCAFT00000043607	ENSCAFG00000010370
ENSCAFT00000016482	ENSCAFG00000010370
ENSCAFT00000016483	ENSCAFG00000010371
ENSCAFT00000016489	ENSCAFG00000010372
ENSCAFT00000016491	ENSCAFG00000010372
ENSCAFT00000023916	ENSCAFG00000010373
ENSCAFT00000043057	ENSCAFG00000010374
ENSCAFT00000016488	ENSCAFG00000010374
ENSCAFT00000047179	ENSCAFG00000010374
ENSCAFT00000048977	ENSCAFG00000010374
ENSCAFT00000016490	ENSCAFG00000010375
ENSCAFT00000048356	ENSCAFG00000010377
ENSCAFT00000016502	ENSCAFG00000010377
ENSCAFT00000016497	ENSCAFG00000010378
ENSCAFT00000044220	ENSCAFG00000010380
ENSCAFT00000016498	ENSCAFG00000010380
ENSCAFT00000039220	ENSCAFG00000010381
ENSCAFT00000016503	ENSCAFG00000010382
ENSCAFT00000017107	ENSCAFG00000010383
ENSCAFT00000044114	ENSCAFG00000010383
ENSCAFT00000045430	ENSCAFG00000010384
ENSCAFT00000016761	ENSCAFG00000010384
ENSCAFT00000045656	ENSCAFG00000010384
ENSCAFT00000016511	ENSCAFG00000010385
ENSCAFT00000045037	ENSCAFG00000010386
ENSCAFT00000016535	ENSCAFG00000010386
ENSCAFT00000016532	ENSCAFG00000010387
ENSCAFT00000016530	ENSCAFG00000010388
ENSCAFT00000016506	ENSCAFG00000010389
ENSCAFT00000016515	ENSCAFG00000010390
ENSCAFT00000044501	ENSCAFG00000010391
ENSCAFT00000016507	ENSCAFG00000010391
ENSCAFT00000048174	ENSCAFG00000010392
ENSCAFT00000016523	ENSCAFG00000010392
ENSCAFT00000016513	ENSCAFG00000010393
ENSCAFT00000016519	ENSCAFG00000010394
ENSCAFT00000016528	ENSCAFG00000010395
ENSCAFT00000016522	ENSCAFG00000010397
ENSCAFT00000016531	ENSCAFG00000010398
ENSCAFT00000047018	ENSCAFG00000010398
ENSCAFT00000016517	ENSCAFG00000010399
ENSCAFT00000016524	ENSCAFG00000010401
ENSCAFT00000016520	ENSCAFG00000010401
ENSCAFT00000044923	ENSCAFG00000010401
ENSCAFT00000016539	ENSCAFG00000010403
ENSCAFT00000016529	ENSCAFG00000010404
ENSCAFT00000016572	ENSCAFG00000010406
ENSCAFT00000046974	ENSCAFG00000010407
ENSCAFT00000016538	ENSCAFG00000010407
ENSCAFT00000016534	ENSCAFG00000010408
ENSCAFT00000039581	ENSCAFG00000010409
ENSCAFT00000016536	ENSCAFG00000010409
ENSCAFT00000016721	ENSCAFG00000010410
ENSCAFT00000016578	ENSCAFG00000010411
ENSCAFT00000016561	ENSCAFG00000010412
ENSCAFT00000016545	ENSCAFG00000010413
ENSCAFT00000016544	ENSCAFG00000010414
ENSCAFT00000016546	ENSCAFG00000010416
ENSCAFT00000016551	ENSCAFG00000010417
ENSCAFT00000049669	ENSCAFG00000010417
ENSCAFT00000048369	ENSCAFG00000010419
ENSCAFT00000016553	ENSCAFG00000010419
ENSCAFT00000036503	ENSCAFG00000010420
ENSCAFT00000016550	ENSCAFG00000010420
ENSCAFT00000016554	ENSCAFG00000010421
ENSCAFT00000016549	ENSCAFG00000010422
ENSCAFT00000049972	ENSCAFG00000010423
ENSCAFT00000016552	ENSCAFG00000010423
ENSCAFT00000016563	ENSCAFG00000010424
ENSCAFT00000016577	ENSCAFG00000010425
ENSCAFT00000049664	ENSCAFG00000010426
ENSCAFT00000016556	ENSCAFG00000010426
ENSCAFT00000016569	ENSCAFG00000010427
ENSCAFT00000016565	ENSCAFG00000010428
ENSCAFT00000044842	ENSCAFG00000010428
ENSCAFT00000043671	ENSCAFG00000010428
ENSCAFT00000016742	ENSCAFG00000010431
ENSCAFT00000044034	ENSCAFG00000010431
ENSCAFT00000035306	ENSCAFG00000010432
ENSCAFT00000016564	ENSCAFG00000010432
ENSCAFT00000016560	ENSCAFG00000010433
ENSCAFT00000039349	ENSCAFG00000010434
ENSCAFT00000039166	ENSCAFG00000010435
ENSCAFT00000016568	ENSCAFG00000010436
ENSCAFT00000016597	ENSCAFG00000010438
ENSCAFT00000038843	ENSCAFG00000010440
ENSCAFT00000016576	ENSCAFG00000010441
ENSCAFT00000047047	ENSCAFG00000010442
ENSCAFT00000016587	ENSCAFG00000010442
ENSCAFT00000016581	ENSCAFG00000010445
ENSCAFT00000016639	ENSCAFG00000010446
ENSCAFT00000035390	ENSCAFG00000010446
ENSCAFT00000016615	ENSCAFG00000010447
ENSCAFT00000016606	ENSCAFG00000010447
ENSCAFT00000016580	ENSCAFG00000010448
ENSCAFT00000016603	ENSCAFG00000010449
ENSCAFT00000043898	ENSCAFG00000010450
ENSCAFT00000016618	ENSCAFG00000010450
ENSCAFT00000016582	ENSCAFG00000010451
ENSCAFT00000016655	ENSCAFG00000010452
ENSCAFT00000016662	ENSCAFG00000010453
ENSCAFT00000016585	ENSCAFG00000010454
ENSCAFT00000016586	ENSCAFG00000010455
ENSCAFT00000016595	ENSCAFG00000010456
ENSCAFT00000016628	ENSCAFG00000010457
ENSCAFT00000016593	ENSCAFG00000010458
ENSCAFT00000016614	ENSCAFG00000010458
ENSCAFT00000016627	ENSCAFG00000010459
ENSCAFT00000016617	ENSCAFG00000010460
ENSCAFT00000048537	ENSCAFG00000010460
ENSCAFT00000016594	ENSCAFG00000010461
ENSCAFT00000016602	ENSCAFG00000010463
ENSCAFT00000016858	ENSCAFG00000010464
ENSCAFT00000016584	ENSCAFG00000010465
ENSCAFT00000016591	ENSCAFG00000010465
ENSCAFT00000016622	ENSCAFG00000010465
ENSCAFT00000016613	ENSCAFG00000010466
ENSCAFT00000016624	ENSCAFG00000010469
ENSCAFT00000016658	ENSCAFG00000010470
ENSCAFT00000016671	ENSCAFG00000010472
ENSCAFT00000016636	ENSCAFG00000010473
ENSCAFT00000047935	ENSCAFG00000010474
ENSCAFT00000016629	ENSCAFG00000010474
ENSCAFT00000045313	ENSCAFG00000010474
ENSCAFT00000016633	ENSCAFG00000010475
ENSCAFT00000017040	ENSCAFG00000010476
ENSCAFT00000016889	ENSCAFG00000010476
ENSCAFT00000016630	ENSCAFG00000010477
ENSCAFT00000016647	ENSCAFG00000010478
ENSCAFT00000016649	ENSCAFG00000010479
ENSCAFT00000038342	ENSCAFG00000010480
ENSCAFT00000016651	ENSCAFG00000010480
ENSCAFT00000016693	ENSCAFG00000010481
ENSCAFT00000016681	ENSCAFG00000010482
ENSCAFT00000046042	ENSCAFG00000010483
ENSCAFT00000016654	ENSCAFG00000010483
ENSCAFT00000016659	ENSCAFG00000010484
ENSCAFT00000046192	ENSCAFG00000010485
ENSCAFT00000016663	ENSCAFG00000010485
ENSCAFT00000016727	ENSCAFG00000010486
ENSCAFT00000042853	ENSCAFG00000010487
ENSCAFT00000016669	ENSCAFG00000010487
ENSCAFT00000035707	ENSCAFG00000010488
ENSCAFT00000048550	ENSCAFG00000010491
ENSCAFT00000016686	ENSCAFG00000010491
ENSCAFT00000016691	ENSCAFG00000010493
ENSCAFT00000016673	ENSCAFG00000010494
ENSCAFT00000016672	ENSCAFG00000010495
ENSCAFT00000016678	ENSCAFG00000010496
ENSCAFT00000016685	ENSCAFG00000010497
ENSCAFT00000047397	ENSCAFG00000010497
ENSCAFT00000016695	ENSCAFG00000010498
ENSCAFT00000016702	ENSCAFG00000010498
ENSCAFT00000016704	ENSCAFG00000010499
ENSCAFT00000016684	ENSCAFG00000010500
ENSCAFT00000016677	ENSCAFG00000010502
ENSCAFT00000036794	ENSCAFG00000010503
ENSCAFT00000016683	ENSCAFG00000010503
ENSCAFT00000016687	ENSCAFG00000010505
ENSCAFT00000016700	ENSCAFG00000010506
ENSCAFT00000016692	ENSCAFG00000010507
ENSCAFT00000046953	ENSCAFG00000010508
ENSCAFT00000038310	ENSCAFG00000010508
ENSCAFT00000016697	ENSCAFG00000010508
ENSCAFT00000016696	ENSCAFG00000010508
ENSCAFT00000016699	ENSCAFG00000010509
ENSCAFT00000016707	ENSCAFG00000010511
ENSCAFT00000016715	ENSCAFG00000010512
ENSCAFT00000044016	ENSCAFG00000010513
ENSCAFT00000016705	ENSCAFG00000010513
ENSCAFT00000016709	ENSCAFG00000010515
ENSCAFT00000045427	ENSCAFG00000010516
ENSCAFT00000016744	ENSCAFG00000010516
ENSCAFT00000016714	ENSCAFG00000010517
ENSCAFT00000016720	ENSCAFG00000010518
ENSCAFT00000016722	ENSCAFG00000010519
ENSCAFT00000048680	ENSCAFG00000010519
ENSCAFT00000016711	ENSCAFG00000010520
ENSCAFT00000016729	ENSCAFG00000010521
ENSCAFT00000016748	ENSCAFG00000010525
ENSCAFT00000044455	ENSCAFG00000010526
ENSCAFT00000016718	ENSCAFG00000010526
ENSCAFT00000016755	ENSCAFG00000010527
ENSCAFT00000046967	ENSCAFG00000010528
ENSCAFT00000045859	ENSCAFG00000010528
ENSCAFT00000016792	ENSCAFG00000010528
ENSCAFT00000016769	ENSCAFG00000010529
ENSCAFT00000016762	ENSCAFG00000010529
ENSCAFT00000016737	ENSCAFG00000010530
ENSCAFT00000016724	ENSCAFG00000010531
ENSCAFT00000016740	ENSCAFG00000010532
ENSCAFT00000016731	ENSCAFG00000010534
ENSCAFT00000016732	ENSCAFG00000010535
ENSCAFT00000016771	ENSCAFG00000010536
ENSCAFT00000016760	ENSCAFG00000010536
ENSCAFT00000016779	ENSCAFG00000010539
ENSCAFT00000046548	ENSCAFG00000010539
ENSCAFT00000047761	ENSCAFG00000010539
ENSCAFT00000016783	ENSCAFG00000010540
ENSCAFT00000016756	ENSCAFG00000010542
ENSCAFT00000046818	ENSCAFG00000010544
ENSCAFT00000016827	ENSCAFG00000010544
ENSCAFT00000016772	ENSCAFG00000010545
ENSCAFT00000016758	ENSCAFG00000010546
ENSCAFT00000045026	ENSCAFG00000010547
